#Insert size (bp)	insert size
479.0	62806.0
480.0	62796.0
481.0	63680.0
482.0	64137.0
483.0	63877.0
484.0	64946.0
485.0	65057.0
486.0	65933.0
487.0	66260.0
488.0	66033.0
489.0	66392.0
490.0	66592.0
491.0	66866.0
492.0	66454.0
493.0	67588.0
494.0	67650.0
495.0	68044.0
496.0	68180.0
497.0	68202.0
498.0	68876.0
499.0	69047.0
500.0	69080.0
501.0	69670.0
502.0	69126.0
503.0	70180.0
504.0	69839.0
505.0	70497.0
506.0	70813.0
507.0	70702.0
508.0	70767.0
509.0	71128.0
510.0	70538.0
511.0	70644.0
512.0	70789.0
513.0	70527.0
514.0	70249.0
515.0	69601.0
516.0	69334.0
517.0	69617.0
518.0	69091.0
519.0	68760.0
520.0	68847.0
521.0	68781.0
522.0	68995.0
523.0	68617.0
524.0	69150.0
525.0	68725.0
526.0	68286.0
527.0	68591.0
528.0	67873.0
529.0	67389.0
530.0	66599.0
531.0	66395.0
532.0	66328.0
533.0	65976.0
534.0	65006.0
535.0	64291.0
536.0	64044.0
537.0	63421.0
538.0	62688.0
539.0	62746.0
540.0	61587.0
541.0	60617.0
542.0	59984.0
543.0	59230.0
544.0	58826.0
545.0	57609.0
546.0	56269.0
547.0	55750.0
548.0	55008.0
549.0	53537.0
550.0	52666.0
551.0	52656.0
552.0	51386.0
553.0	50079.0
554.0	48663.0
555.0	48213.0
556.0	47323.0
557.0	45672.0
558.0	44671.0
559.0	43611.0
560.0	42357.0
561.0	41830.0
562.0	40718.0
563.0	39230.0
564.0	38001.0
565.0	36951.0
566.0	36027.0
567.0	34943.0
568.0	33625.0
569.0	32436.0
570.0	31505.0
571.0	30732.0
572.0	29744.0
573.0	28287.0
574.0	27850.0
575.0	26749.0
576.0	25792.0
577.0	24688.0
578.0	23638.0
579.0	22728.0
580.0	21966.0
581.0	20935.0
582.0	20094.0
583.0	19374.0
584.0	18422.0
585.0	17745.0
586.0	16976.0
587.0	16270.0
588.0	15588.0
589.0	14460.0
590.0	14304.0
591.0	13677.0
592.0	12969.0
593.0	12346.0
594.0	11732.0
595.0	11133.0
596.0	10372.0
597.0	9921.0
598.0	9424.0
599.0	9026.0
600.0	8523.0
601.0	8159.0
602.0	7833.0
603.0	7220.0
604.0	7086.0
605.0	6573.0
606.0	6297.0
607.0	6005.0
608.0	5870.0
609.0	5309.0
610.0	5284.0
611.0	4967.0
612.0	4635.0
613.0	4575.0
614.0	4274.0
615.0	4199.0
616.0	3990.0
617.0	3716.0
618.0	3743.0
619.0	3513.0
620.0	3312.0
621.0	3105.0
622.0	2887.0
623.0	2893.0
624.0	2815.0
625.0	2619.0
626.0	2577.0
627.0	2445.0
628.0	2476.0
629.0	2435.0
630.0	2445.0
631.0	2389.0
632.0	2363.0
633.0	2241.0
634.0	2318.0
635.0	2282.0
636.0	2180.0
637.0	2209.0
638.0	2247.0
639.0	2192.0
640.0	2108.0
641.0	2203.0
642.0	2187.0
643.0	2071.0
644.0	2057.0
645.0	2102.0
646.0	2027.0
647.0	1988.0
648.0	1968.0
649.0	2044.0
650.0	1957.0
651.0	1937.0
652.0	1937.0
653.0	2024.0
654.0	1867.0
655.0	2032.0
656.0	1927.0
657.0	1781.0
658.0	1840.0
659.0	1841.0
660.0	1813.0
661.0	1777.0
662.0	1798.0
663.0	1768.0
664.0	1786.0
665.0	1735.0
666.0	1694.0
667.0	1785.0
668.0	1729.0
669.0	1655.0
670.0	1750.0
671.0	1707.0
672.0	1706.0
673.0	1730.0
674.0	1692.0
675.0	1669.0
676.0	1597.0
677.0	1538.0
678.0	1641.0
679.0	1650.0
680.0	1665.0
681.0	1578.0
682.0	1607.0
683.0	1528.0
684.0	1517.0
685.0	1567.0
686.0	1524.0
687.0	1492.0
688.0	1526.0
689.0	1595.0
